location_id,age_group_id,year_id,metric_name,measure_name,sex_id,mean,lower,upper,age_group_name,location_name
10,26,2021,rate,incidence,3,799.8596762,651.5629879,943.2725721,70+,Cambodia
11,1,2021,rate,mortality,3,6.921755185,5.151558963,8.962246219,<5,Indonesia
11,1,2021,rate,incidence,3,59.24119417,48.95994303,72.32706246,<5,Indonesia
11,23,2021,rate,mortality,3,1.516374474,1.281896906,1.832866323,5 to 14,Indonesia
11,23,2021,rate,incidence,3,44.07119427,30.94248195,62.20503715,5 to 14,Indonesia
11,24,2021,rate,mortality,3,15.88732255,13.5491211,19.50497398,15-49,Indonesia
11,24,2021,rate,incidence,3,128.6782371,106.5916185,147.6874708,15-49,Indonesia
11,25,2021,rate,mortality,3,76.65671535,63.95773496,93.44426952,50-69,Indonesia
11,25,2021,rate,incidence,3,399.5678053,324.5022481,483.1580409,50-69,Indonesia
11,26,2021,rate,mortality,3,303.3914723,261.8042632,367.4281298,70+,Indonesia
11,26,2021,rate,incidence,3,745.0976171,622.5156212,883.5013135,70+,Indonesia
12,1,2021,rate,mortality,3,9.15944048,6.412668802,13.85420289,<5,Lao People's Democratic Republic
12,1,2021,rate,incidence,3,38.15719107,30.11501275,47.6035532,<5,Lao People's Democratic Republic
12,23,2021,rate,mortality,3,2.114385792,1.374924759,2.969887437,5 to 14,Lao People's Democratic Republic
12,23,2021,rate,incidence,3,30.58506571,21.64509438,44.00841744,5 to 14,Lao People's Democratic Republic
12,24,2021,rate,mortality,3,15.44746304,9.764128638,22.62862942,15-49,Lao People's Democratic Republic
12,24,2021,rate,incidence,3,95.84101793,78.1840844,120.74362,15-49,Lao People's Democratic Republic
12,25,2021,rate,mortality,3,76.36201712,46.90332874,107.4701583,50-69,Lao People's Democratic Republic
12,25,2021,rate,incidence,3,284.2187316,218.2684,358.262372,50-69,Lao People's Democratic Republic
12,26,2021,rate,mortality,3,245.5552485,155.9264291,344.599674,70+,Lao People's Democratic Republic
12,26,2021,rate,incidence,3,427.7693391,340.7001523,543.90781,70+,Lao People's Democratic Republic
13,1,2021,rate,mortality,3,0.356909187,0.271894885,0.448012996,<5,Malaysia
13,1,2021,rate,incidence,3,11.55856982,9.417808329,14.72320119,<5,Malaysia
13,23,2021,rate,mortality,3,0.252884384,0.19899795,0.312711317,5 to 14,Malaysia
13,23,2021,rate,incidence,3,11.87262104,8.153326276,16.94727034,5 to 14,Malaysia
13,24,2021,rate,mortality,3,3.92119192,3.200273444,4.982579648,15-49,Malaysia
13,24,2021,rate,incidence,3,59.74708866,49.30084726,73.03772507,15-49,Malaysia
13,25,2021,rate,mortality,3,16.40711288,13.39916539,19.6707156,50-69,Malaysia
13,25,2021,rate,incidence,3,128.7770542,97.63920269,159.240265,50-69,Malaysia
13,26,2021,rate,mortality,3,56.80966813,47.55884758,71.05610334,70+,Malaysia
13,26,2021,rate,incidence,3,186.5330167,150.4845951,234.5222507,70+,Malaysia
14,1,2021,rate,mortality,3,0.646029153,0.451530298,0.865188338,<5,Maldives
14,1,2021,rate,incidence,3,14.2705186,11.35367285,17.79604739,<5,Maldives
14,23,2021,rate,mortality,3,0.23589136,0.188091793,0.332628175,5 to 14,Maldives
14,23,2021,rate,incidence,3,12.83276867,8.857627857,17.71671301,5 to 14,Maldives
14,24,2021,rate,mortality,3,1.995816795,1.455771669,2.640842959,15-49,Maldives
14,24,2021,rate,incidence,3,41.79382545,34.41626256,51.13760688,15-49,Maldives
14,25,2021,rate,mortality,3,7.549417083,5.302769665,10.19646563,50-69,Maldives
14,25,2021,rate,incidence,3,108.0177516,84.30531302,133.3703659,50-69,Maldives
14,26,2021,rate,mortality,3,41.14647379,32.58811244,53.31353806,70+,Maldives
14,26,2021,rate,incidence,3,221.0189403,181.808488,269.8658481,70+,Maldives
15,1,2021,rate,mortality,3,10.20412857,6.394430382,14.59886707,<5,Myanmar
15,1,2021,rate,incidence,3,53.64059168,42.75094768,67.21963716,<5,Myanmar
15,23,2021,rate,mortality,3,1.951052037,1.398336755,2.672816939,5 to 14,Myanmar
15,23,2021,rate,incidence,3,47.20062233,31.40429341,66.57910068,5 to 14,Myanmar
15,24,2021,rate,mortality,3,16.97013134,13.27630057,22.78839484,15-49,Myanmar
15,24,2021,rate,incidence,3,162.1726279,136.564322,188.1937277,15-49,Myanmar
15,25,2021,rate,mortality,3,67.63808209,49.4021656,91.71061451,50-69,Myanmar
15,25,2021,rate,incidence,3,337.8950619,277.2217192,407.3788713,50-69,Myanmar
15,26,2021,rate,mortality,3,229.086612,165.4861048,313.446561,70+,Myanmar
15,26,2021,rate,incidence,3,504.4913447,400.4893488,583.3388783,70+,Myanmar
16,1,2021,rate,mortality,3,4.535225839,3.51262559,5.84956906,<5,Philippines
16,1,2021,rate,incidence,3,115.6869977,93.59851622,148.5232534,<5,Philippines
16,23,2021,rate,mortality,3,1.841786076,1.613728241,2.098163331,5 to 14,Philippines
16,23,2021,rate,incidence,3,122.6322425,87.81743458,170.2884672,5 to 14,Philippines
16,24,2021,rate,mortality,3,12.3426762,9.990296471,14.62440246,15-49,Philippines
16,24,2021,rate,incidence,3,296.9026229,241.3580001,345.3372113,15-49,Philippines
16,25,2021,rate,mortality,3,68.84145726,55.02636053,84.14029217,50-69,Philippines
16,25,2021,rate,incidence,3,650.0507211,515.1663601,827.9003445,50-69,Philippines
16,26,2021,rate,mortality,3,195.6525128,166.0288698,225.0870098,70+,Philippines
16,26,2021,rate,incidence,3,871.9338053,719.8039434,1002.252644,70+,Philippines
17,1,2021,rate,mortality,3,0.194628205,0.141670235,0.260484885,<5,Sri Lanka
17,1,2021,rate,incidence,3,10.3818537,8.048452358,13.06788423,<5,Sri Lanka
17,23,2021,rate,mortality,3,0.102982635,0.071819764,0.143754237,5 to 14,Sri Lanka
17,23,2021,rate,incidence,3,8.30359057,5.584495408,11.97850911,5 to 14,Sri Lanka
17,24,2021,rate,mortality,3,1.530926134,1.05863426,2.146961862,15-49,Sri Lanka
17,24,2021,rate,incidence,3,41.86057969,34.57696233,51.42800388,15-49,Sri Lanka
17,25,2021,rate,mortality,3,7.664556693,4.810981032,11.59504438,50-69,Sri Lanka
17,25,2021,rate,incidence,3,95.91935912,75.23829969,118.3898387,50-69,Sri Lanka
17,26,2021,rate,mortality,3,24.94960281,17.57715142,33.74909153,70+,Sri Lanka
17,26,2021,rate,incidence,3,125.2258289,94.62072814,157.5111377,70+,Sri Lanka
18,1,2021,rate,mortality,3,0.903819205,0.746631533,1.104812225,<5,Thailand
18,1,2021,rate,incidence,3,23.506038,17.95470441,29.7768743,<5,Thailand
18,23,2021,rate,mortality,3,0.396062881,0.31587165,0.514225186,5 to 14,Thailand
18,23,2021,rate,incidence,3,39.13142794,26.74922382,54.78908859,5 to 14,Thailand
18,24,2021,rate,mortality,3,9.978465687,6.910894165,13.09263975,15-49,Thailand
18,24,2021,rate,incidence,3,143.2730068,114.0817108,174.9708542,15-49,Thailand
18,25,2021,rate,mortality,3,20.67953617,15.81829521,26.76315527,50-69,Thailand
18,25,2021,rate,incidence,3,233.371146,179.3131033,286.0434858,50-69,Thailand
18,26,2021,rate,mortality,3,90.1088044,69.10534036,111.6814545,70+,Thailand
18,26,2021,rate,incidence,3,367.7175001,300.2992329,461.7828607,70+,Thailand
19,1,2021,rate,mortality,3,18.60404324,13.29426668,25.90897818,<5,Timor-Leste
19,1,2021,rate,incidence,3,109.9100302,89.73426965,138.3903213,<5,Timor-Leste
19,23,2021,rate,mortality,3,3.605851864,2.774332937,4.909449295,5 to 14,Timor-Leste
19,23,2021,rate,incidence,3,89.76295667,59.83454975,127.6796115,5 to 14,Timor-Leste
19,24,2021,rate,mortality,3,20.88211166,14.30469903,28.56234726,15-49,Timor-Leste
19,24,2021,rate,incidence,3,218.0752238,179.3235106,250.6823868,15-49,Timor-Leste
19,25,2021,rate,mortality,3,159.580615,106.0259857,240.1039542,50-69,Timor-Leste
19,25,2021,rate,incidence,3,794.5603628,649.572385,962.9604328,50-69,Timor-Leste
19,26,2021,rate,mortality,3,512.423575,346.7464771,900.7486597,70+,Timor-Leste
19,26,2021,rate,incidence,3,1227.745526,1009.466847,1393.262655,70+,Timor-Leste
20,1,2021,rate,mortality,3,1.57201195,1.064737146,2.165225227,<5,Viet Nam
20,1,2021,rate,incidence,3,33.01280234,26.15186863,40.95783596,<5,Viet Nam
20,23,2021,rate,mortality,3,0.453823622,0.334317998,0.603847544,5 to 14,Viet Nam
20,23,2021,rate,incidence,3,22.8673718,15.89123115,31.95397443,5 to 14,Viet Nam
20,24,2021,rate,mortality,3,9.7823332,7.928540162,12.16476498,15-49,Viet Nam
20,24,2021,rate,incidence,3,149.7967586,126.9318647,170.7213037,15-49,Viet Nam
20,25,2021,rate,mortality,3,35.38086858,25.0862393,50.66765091,50-69,Viet Nam
20,25,2021,rate,incidence,3,297.1750914,242.8690052,352.5880163,50-69,Viet Nam
20,26,2021,rate,mortality,3,203.9480851,154.5279738,262.9757495,70+,Viet Nam
20,26,2021,rate,incidence,3,538.6228962,475.6305827,598.5588842,70+,Viet Nam
22,1,2021,rate,mortality,3,0.944035445,0.688335418,1.257176929,<5,Fiji
22,1,2021,rate,incidence,3,12.07067427,9.51621326,15.4792406,<5,Fiji
22,23,2021,rate,mortality,3,0.594769651,0.459229192,0.784969399,5 to 14,Fiji
22,23,2021,rate,incidence,3,17.9496657,12.50095939,24.60095465,5 to 14,Fiji
22,24,2021,rate,mortality,3,2.550124898,1.972664293,3.372674755,15-49,Fiji
22,24,2021,rate,incidence,3,31.07434774,25.32867589,35.13681797,15-49,Fiji
22,25,2021,rate,mortality,3,13.17244788,9.748293263,18.56711007,50-69,Fiji
22,25,2021,rate,incidence,3,61.33369828,50.58348518,73.03594061,50-69,Fiji
22,26,2021,rate,mortality,3,41.70678855,32.61755953,54.73170184,70+,Fiji
22,26,2021,rate,incidence,3,94.56375218,74.06659533,112.1159666,70+,Fiji
23,1,2021,rate,mortality,3,15.4101246,10.24037005,24.03780664,<5,Kiribati
23,1,2021,rate,incidence,3,98.53828861,77.42355323,126.3445319,<5,Kiribati
23,23,2021,rate,mortality,3,7.520613123,5.666770547,9.889100373,5 to 14,Kiribati
23,23,2021,rate,incidence,3,146.5563206,97.92320692,203.9583714,5 to 14,Kiribati
23,24,2021,rate,mortality,3,50.16584249,34.01429091,71.79167075,15-49,Kiribati
23,24,2021,rate,incidence,3,308.8035013,258.3347429,353.1504284,15-49,Kiribati
23,25,2021,rate,mortality,3,231.1309062,166.827064,336.2249291,50-69,Kiribati
23,25,2021,rate,incidence,3,581.4891664,485.907937,664.6146655,50-69,Kiribati
23,26,2021,rate,mortality,3,674.7338656,540.3842129,854.9938149,70+,Kiribati
23,26,2021,rate,incidence,3,973.4941996,849.8220846,1077.198818,70+,Kiribati
24,1,2021,rate,mortality,3,8.478184779,5.512933184,11.76727745,<5,Marshall Islands
24,1,2021,rate,incidence,3,103.959384,80.46396867,132.9957486,<5,Marshall Islands
24,23,2021,rate,mortality,3,4.640189352,2.89681862,6.084279457,5 to 14,Marshall Islands
24,23,2021,rate,incidence,3,144.1053547,97.27871663,199.6373077,5 to 14,Marshall Islands
24,24,2021,rate,mortality,3,42.83417814,26.66103653,59.77313856,15-49,Marshall Islands
24,24,2021,rate,incidence,3,358.2361976,294.922218,417.4577464,15-49,Marshall Islands
24,25,2021,rate,mortality,3,186.3088812,104.6226666,262.5268841,50-69,Marshall Islands
24,25,2021,rate,incidence,3,678.6732934,560.0075236,803.377201,50-69,Marshall Islands
24,26,2021,rate,mortality,3,514.960638,315.6964883,722.1991089,70+,Marshall Islands
24,26,2021,rate,incidence,3,1013.608931,838.0997937,1168.916335,70+,Marshall Islands
25,1,2021,rate,mortality,3,1.691299658,1.167223318,2.246452238,<5,Micronesia (Federated States of)
25,1,2021,rate,incidence,3,22.82403131,18.03900786,29.50660464,<5,Micronesia (Federated States of)
25,23,2021,rate,mortality,3,0.78145848,0.592874555,1.040740621,5 to 14,Micronesia (Federated States of)
25,23,2021,rate,incidence,3,29.62735766,19.74414789,39.91677937,5 to 14,Micronesia (Federated States of)
25,24,2021,rate,mortality,3,8.044465092,5.699061325,10.79892078,15-49,Micronesia (Federated States of)
25,24,2021,rate,incidence,3,78.9903758,64.69394995,90.50935369,15-49,Micronesia (Federated States of)
25,25,2021,rate,mortality,3,35.76344386,23.59643417,51.33725787,50-69,Micronesia (Federated States of)
25,25,2021,rate,incidence,3,150.7480998,124.8447659,185.3534756,50-69,Micronesia (Federated States of)
25,26,2021,rate,mortality,3,100.2466896,74.30818985,134.963905,70+,Micronesia (Federated States of)
25,26,2021,rate,incidence,3,224.699371,184.7609502,265.0601805,70+,Micronesia (Federated States of)
26,1,2021,rate,mortality,3,13.20129052,6.710743666,19.74230133,<5,Papua New Guinea
26,1,2021,rate,incidence,3,47.60592143,37.60778707,58.55805441,<5,Papua New Guinea
26,23,2021,rate,mortality,3,3.41700449,2.587145771,4.779804469,5 to 14,Papua New Guinea
26,23,2021,rate,incidence,3,49.32082295,34.78075578,69.16069611,5 to 14,Papua New Guinea
26,24,2021,rate,mortality,3,20.68743908,15.86918325,25.68249474,15-49,Papua New Guinea
26,24,2021,rate,incidence,3,133.2384226,112.0821424,152.7990009,15-49,Papua New Guinea
26,25,2021,rate,mortality,3,92.93130293,72.73064641,123.1627256,50-69,Papua New Guinea
26,25,2021,rate,incidence,3,254.4729977,213.5505258,302.7177448,50-69,Papua New Guinea
26,26,2021,rate,mortality,3,318.1050277,247.0826246,414.8712505,70+,Papua New Guinea
26,26,2021,rate,incidence,3,486.431334,411.0418068,539.886489,70+,Papua New Guinea
27,1,2021,rate,mortality,3,1.02681396,0.677963813,1.534311244,<5,Samoa
27,1,2021,rate,incidence,3,13.68190587,10.88313036,17.00343441,<5,Samoa
27,23,2021,rate,mortality,3,0.424413946,0.31176548,0.575604276,5 to 14,Samoa
27,23,2021,rate,incidence,3,15.16276307,11.02366118,21.70085355,5 to 14,Samoa
27,24,2021,rate,mortality,3,3.804387979,2.642865006,4.906995958,15-49,Samoa
27,24,2021,rate,incidence,3,42.38675136,34.68985113,49.95401999,15-49,Samoa
27,25,2021,rate,mortality,3,20.29307192,14.67466446,28.76635744,50-69,Samoa
27,25,2021,rate,incidence,3,90.30423532,74.76765818,109.0755962,50-69,Samoa
27,26,2021,rate,mortality,3,65.06943141,47.20529944,89.24219698,70+,Samoa
27,26,2021,rate,incidence,3,135.7007342,110.3864764,163.0427623,70+,Samoa
28,1,2021,rate,mortality,3,2.531174566,1.828813148,3.405634642,<5,Solomon Islands
28,1,2021,rate,incidence,3,24.74964726,19.20614858,30.66823776,<5,Solomon Islands
28,23,2021,rate,mortality,3,1.195104737,0.834180017,1.828382003,5 to 14,Solomon Islands
28,23,2021,rate,incidence,3,27.18435352,18.08481566,38.10279836,5 to 14,Solomon Islands
28,24,2021,rate,mortality,3,10.35780873,7.612412034,12.90204457,15-49,Solomon Islands
28,24,2021,rate,incidence,3,70.05624078,57.76073199,80.3632563,15-49,Solomon Islands
28,25,2021,rate,mortality,3,41.00354713,31.08110655,57.1226494,50-69,Solomon Islands
28,25,2021,rate,incidence,3,138.0496043,110.6151265,165.7364759,50-69,Solomon Islands
28,26,2021,rate,mortality,3,134.3534952,106.5730619,165.7121005,70+,Solomon Islands
28,26,2021,rate,incidence,3,243.0985194,204.1994785,273.4557936,70+,Solomon Islands
29,1,2021,rate,mortality,3,0.580003447,0.42238154,0.768293817,<5,Tonga
29,1,2021,rate,incidence,3,9.782780795,7.758716652,12.87971654,<5,Tonga
29,23,2021,rate,mortality,3,0.275270277,0.187908706,0.366475275,5 to 14,Tonga
29,23,2021,rate,incidence,3,11.37678687,7.839969887,16.0185868,5 to 14,Tonga
29,24,2021,rate,mortality,3,2.191624244,1.509419536,2.93101464,15-49,Tonga
29,24,2021,rate,incidence,3,30.60593195,24.29293153,36.13551363,15-49,Tonga
29,25,2021,rate,mortality,3,13.47852388,9.749325237,18.18451531,50-69,Tonga
29,25,2021,rate,incidence,3,65.1626312,53.12323673,79.21350919,50-69,Tonga
29,26,2021,rate,mortality,3,44.08523179,35.04894573,57.93265583,70+,Tonga
29,26,2021,rate,incidence,3,102.6592063,82.86323535,123.0243361,70+,Tonga
30,1,2021,rate,mortality,3,2.31170061,1.33661846,3.468923137,<5,Vanuatu
30,1,2021,rate,incidence,3,19.89679587,15.76648876,24.90529618,<5,Vanuatu
30,23,2021,rate,mortality,3,1.046874325,0.699356134,1.416425299,5 to 14,Vanuatu
30,23,2021,rate,incidence,3,24.00853842,16.71334426,33.41182248,5 to 14,Vanuatu
30,24,2021,rate,mortality,3,8.307919024,4.892013814,12.04454401,15-49,Vanuatu
30,24,2021,rate,incidence,3,56.938625,47.71409901,64.88114228,15-49,Vanuatu
30,25,2021,rate,mortality,3,37.90383234,20.2566073,57.35062461,50-69,Vanuatu
30,25,2021,rate,incidence,3,114.5812269,94.11833059,138.1289236,50-69,Vanuatu
30,26,2021,rate,mortality,3,112.55472,77.77362682,164.1177808,70+,Vanuatu
30,26,2021,rate,incidence,3,172.9699229,142.1404587,194.2674553,70+,Vanuatu
33,1,2021,rate,mortality,3,0.352158181,0.278885664,0.454283282,<5,Armenia
33,1,2021,rate,incidence,3,4.987041597,3.895521056,6.541063882,<5,Armenia
33,23,2021,rate,mortality,3,0.031507452,0.026797377,0.036338199,5 to 14,Armenia
33,23,2021,rate,incidence,3,4.65679531,3.098165185,6.687957497,5 to 14,Armenia
33,24,2021,rate,mortality,3,1.13009613,1.015763295,1.254987674,15-49,Armenia
33,24,2021,rate,incidence,3,29.70018427,24.75667476,37.4874965,15-49,Armenia
33,25,2021,rate,mortality,3,2.043925732,1.794809219,2.330905189,50-69,Armenia
33,25,2021,rate,incidence,3,35.44167256,25.96996109,46.13717678,50-69,Armenia
33,26,2021,rate,mortality,3,3.480244019,3.029603716,3.91389542,70+,Armenia
33,26,2021,rate,incidence,3,27.90843061,21.40113056,35.19427413,70+,Armenia
34,1,2021,rate,mortality,3,2.687248889,1.783090175,3.94893595,<5,Azerbaijan
34,1,2021,rate,incidence,3,13.07762836,10.08344389,17.07949404,<5,Azerbaijan
34,23,2021,rate,mortality,3,0.333414918,0.253046706,0.424363332,5 to 14,Azerbaijan
34,23,2021,rate,incidence,3,13.14531035,9.225715085,18.03154616,5 to 14,Azerbaijan
34,24,2021,rate,mortality,3,4.087044472,2.848280613,6.040669318,15-49,Azerbaijan
34,24,2021,rate,incidence,3,69.75690658,55.5750158,87.47951728,15-49,Azerbaijan
34,25,2021,rate,mortality,3,5.528736234,3.638289847,8.686806648,50-69,Azerbaijan
34,25,2021,rate,incidence,3,63.57833303,47.41144471,80.9087269,50-69,Azerbaijan
34,26,2021,rate,mortality,3,11.23643763,8.111417578,16.16936287,70+,Azerbaijan
34,26,2021,rate,incidence,3,54.85328489,43.11123729,68.55252479,70+,Azerbaijan
35,1,2021,rate,mortality,3,0.392442777,0.314806194,0.497424987,<5,Georgia
35,1,2021,rate,incidence,3,8.640381542,6.866311279,11.50126203,<5,Georgia
35,23,2021,rate,mortality,3,0.043918363,0.038393869,0.049389538,5 to 14,Georgia
35,23,2021,rate,incidence,3,12.5625889,8.705673994,18.33728641,5 to 14,Georgia
35,24,2021,rate,mortality,3,2.296081408,2.049710704,2.555339493,15-49,Georgia
35,24,2021,rate,incidence,3,73.38817843,58.63009011,94.77040293,15-49,Georgia
35,25,2021,rate,mortality,3,5.406746955,4.549422588,6.423614408,50-69,Georgia
35,25,2021,rate,incidence,3,67.87883983,52.35525224,86.12923648,50-69,Georgia
35,26,2021,rate,mortality,3,7.441739839,6.338440576,8.537961741,70+,Georgia
35,26,2021,rate,incidence,3,52.34793329,41.9496684,64.0512686,70+,Georgia
36,1,2021,rate,mortality,3,0.82979171,0.65786728,1.011351741,<5,Kazakhstan
36,1,2021,rate,incidence,3,8.749502537,6.881754535,11.77093393,<5,Kazakhstan
36,23,2021,rate,mortality,3,0.089937975,0.080101184,0.104847371,5 to 14,Kazakhstan
36,23,2021,rate,incidence,3,8.997275076,6.042738469,12.6599352,5 to 14,Kazakhstan
36,24,2021,rate,mortality,3,2.935276752,2.59349665,3.229793861,15-49,Kazakhstan
36,24,2021,rate,incidence,3,71.42614539,58.13283221,90.23339639,15-49,Kazakhstan
36,25,2021,rate,mortality,3,5.947428909,5.028343349,6.843906786,50-69,Kazakhstan
36,25,2021,rate,incidence,3,75.12982235,56.49615559,96.3336503,50-69,Kazakhstan
36,26,2021,rate,mortality,3,9.453691619,8.415904009,10.53891701,70+,Kazakhstan
36,26,2021,rate,incidence,3,73.6481048,56.58743091,92.74987583,70+,Kazakhstan
37,1,2021,rate,mortality,3,1.4197882,1.217581846,1.657356008,<5,Kyrgyzstan
37,1,2021,rate,incidence,3,13.77595884,11.11231588,17.91096766,<5,Kyrgyzstan
37,23,2021,rate,mortality,3,0.18540279,0.158971513,0.214094421,5 to 14,Kyrgyzstan
37,23,2021,rate,incidence,3,19.34806864,13.38170059,26.85167821,5 to 14,Kyrgyzstan
37,24,2021,rate,mortality,3,5.311837006,4.586090589,6.285605908,15-49,Kyrgyzstan
37,24,2021,rate,incidence,3,99.10936139,80.4312568,123.3194836,15-49,Kyrgyzstan
37,25,2021,rate,mortality,3,13.26444654,11.1273636,16.07021179,50-69,Kyrgyzstan
37,25,2021,rate,incidence,3,130.5980275,96.71721871,168.4257997,50-69,Kyrgyzstan
37,26,2021,rate,mortality,3,11.82143629,9.914757971,14.36222043,70+,Kyrgyzstan
37,26,2021,rate,incidence,3,143.9811871,111.6533471,179.0823885,70+,Kyrgyzstan
38,1,2021,rate,mortality,3,3.565478083,2.452928171,5.279087177,<5,Mongolia
38,1,2021,rate,incidence,3,25.69059459,21.09754077,31.70659096,<5,Mongolia
38,23,2021,rate,mortality,3,0.607347026,0.428034312,0.835537339,5 to 14,Mongolia
38,23,2021,rate,incidence,3,18.73555335,12.85624213,26.11606809,5 to 14,Mongolia
38,24,2021,rate,mortality,3,12.77357638,8.853470714,20.37883242,15-49,Mongolia
38,24,2021,rate,incidence,3,131.6942157,109.1395261,162.2914454,15-49,Mongolia
38,25,2021,rate,mortality,3,25.68104181,16.78306781,35.99444324,50-69,Mongolia
38,25,2021,rate,incidence,3,151.7422309,112.8765075,193.6167959,50-69,Mongolia
38,26,2021,rate,mortality,3,26.25839189,19.20446612,34.47096078,70+,Mongolia
38,26,2021,rate,incidence,3,107.4372918,84.57468995,134.0207958,70+,Mongolia
39,1,2021,rate,mortality,3,9.293616765,5.83763059,14.2285969,<5,Tajikistan
39,1,2021,rate,incidence,3,25.2146022,20.00094637,32.74426761,<5,Tajikistan
39,23,2021,rate,mortality,3,0.538350887,0.37590563,0.750002614,5 to 14,Tajikistan
39,23,2021,rate,incidence,3,13.10200265,8.764433548,18.5802572,5 to 14,Tajikistan
39,24,2021,rate,mortality,3,6.354543173,4.494951212,8.493579508,15-49,Tajikistan
39,24,2021,rate,incidence,3,66.00732272,54.10994231,82.68673187,15-49,Tajikistan
39,25,2021,rate,mortality,3,19.51858182,13.79792946,26.62192053,50-69,Tajikistan
39,25,2021,rate,incidence,3,80.67759112,60.53013125,104.1279747,50-69,Tajikistan
39,26,2021,rate,mortality,3,25.92871279,17.04598274,35.94190246,70+,Tajikistan
39,26,2021,rate,incidence,3,87.82136728,69.99666687,111.3499974,70+,Tajikistan
40,1,2021,rate,mortality,3,3.533809466,2.869373275,4.369556642,<5,Turkmenistan
40,1,2021,rate,incidence,3,13.68697927,11.24754485,17.28672225,<5,Turkmenistan
40,23,2021,rate,mortality,3,0.306747371,0.262084246,0.356598262,5 to 14,Turkmenistan
40,23,2021,rate,incidence,3,11.21305832,7.402820823,16.59873299,5 to 14,Turkmenistan
40,24,2021,rate,mortality,3,8.650888662,6.700845896,11.07055464,15-49,Turkmenistan
40,24,2021,rate,incidence,3,64.32947341,50.40692652,79.77515354,15-49,Turkmenistan
40,25,2021,rate,mortality,3,14.34021844,10.71645304,18.6077981,50-69,Turkmenistan
